Product;Color;Size;Ldate;Age Group;Person;Pname;Ptype;Tprice;Currency;Sales Season;Nstore
3.6E+101_2;Other;Thick;36;29-38;Pregnant;One-Piece Pants;Thin;0.1340782122905028;Y;Autumn;0.0015508684863523572
30E000400_2;Black;Thick;45;4-6;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.19478908188585609
30E823101_2;Grey;No Size;39;4-6;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.02109181141439206
30E823102_2;Grey;No Size;39;7-9;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.021401985111662532
30E823103_2;Grey;No Size;39;10-15;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.02109181141439206
30E823104_2;Black;No Size;39;4-6;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.011166253101736974
30E823105_2;Black;No Size;39;7-9;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.017990074441687345
30E823106_2;Black;No Size;39;10-15;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.018300248138957816
30E823107_2;Black;No Size;39;4-6;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.02698511166253102
30E823108_2;Black;No Size;39;7-9;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.026674937965260548
30E823109_2;Black;No Size;39;10-15;Girls;One Internal Pants;Thick;0.10614525139664806;$;Winter;0.02729528535980149
31A000700_2;Other;No Size;46;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.10266749379652605
31A001000_2;Other;No Size;46;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.10142679900744417
31A001100_2;Other;No Size;46;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.08281637717121587
31A001200_2;Other;No Size;46;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.10049627791563275
31A001300_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.015818858560794045
31A001400_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.015818858560794045
31A001500_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.016129032258064516
31A001600_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.016129032258064516
31A001700_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.003101736972704715
31A001800_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.015818858560794045
31A002000_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.0015508684863523572
31A002100_2;Other;No Size;48;29-38;Men;Socks;Wool Socks;0.0782122905027933;Y;Winter;0.0012406947890818859
31A002500_2;Other;25cm-27cm;52;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.020471464019851116
31A002600_2;Other;25cm-27cm;52;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.015508684863523574
31A002700_2;Other;18cm-20cm;51;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.0009305210918114144
31A999901_2;Red;25cm-27cm;43;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.5462158808933002
31A999902_2;Blue;25cm-27cm;43;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.5201612903225806
31A999903_2;Other;25cm-27cm;45;29-38;Men;Socks;Wool Socks;0.0111731843575419;$;Winter;0.09460297766749379
31A999904_2;Other;25cm-27cm;45;29-38;Men;Socks;Wool Socks;0.0111731843575419;$;Winter;0.08746898263027295
31A999905_2;Other;No Size;49;18-28;Men;Socks;Wool Socks;0.05027932960893855;Y;Winter;0.0
31A999906_2;Other;No Size;49;18-28;Men;Socks;Wool Socks;0.05027932960893855;Y;Winter;0.0
31A999907_2;Other;No Size;49;18-28;Men;Socks;Wool Socks;0.05027932960893855;Y;Winter;0.0
31B000300_2;Other;16cm-18cm;42;4-6;Boys;Socks;Stockings;0.0223463687150838;Y;Winter;0.054280397022332505
31C000963_2;Black;Sheer;40;29-38;Female;One-Piece Pants Inside;Thin;0.0782122905027933;$;Autumn;0.10421836228287841
31C001001_2;Black;No Size;9;29-38;Female;One-Piece Pants Inside;Thin;0.05027932960893855;Y;Spring;0.0009305210918114144
31C002201_2;Grey;No Size;36;18-28;Female;One-Piece Pants Inside;Thin;0.0782122905027933;$;Autumn;0.008064516129032258
31C002300_2;Black;Sheer;43;29-38;Female;One-Piece Pants Inside;Thin;0.0782122905027933;$;Autumn;0.10514888337468982
31C002400_2;Black;Sheer;37;29-38;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.1063895781637717
31C002500_2;Black;Sheer;37;18-28;Female;One-Piece Pants Inside;Thin;0.0782122905027933;$;Autumn;0.002791563275434243
31C002600_2;Black;Medium Thick;39;29-38;Female;One Internal Pants;Medium Thick;0.10614525139664806;$;Winter;0.10732009925558313
31C002800_2;Other;Sheer;39;18-28;Female;One-Piece Pants Inside;Medium Thick;0.0782122905027933;$;Winter;0.06823821339950371
31C003002_2;Brown;No Size;36;18-28;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.006513647642679901
31C180100_2;Black;No Size;39;18-28;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.013337468982630274
31C180301_2;Black;No Size;44;18-28;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.007133995037220843
31C620400_2;Black;Sheer;41;18-28;Female;One-Piece Pants Inside;Thin;0.0782122905027933;$;Autumn;0.002791563275434243
31C901903_2;Black;Sheer;12;18-28;Female;One-Piece Pants Inside;Thin;0.05027932960893855;Y;Spring;0.0009305210918114144
31C999901_2;Black;Sheer;42;18-28;Female;One-Piece Pants Inside;Thin;0.0223463687150838;Y;Autumn;0.09367245657568238
31C999902_2;Black;Sheer;42;18-28;Female;One-Piece Pants Inside;Thin;0.0223463687150838;Y;Autumn;0.006513647642679901
31C999903_2;Black;Sheer;42;18-28;Female;One-Piece Pants Inside;Thin;0.0223463687150838;Y;Autumn;0.04683622828784119
31C999904_2;Black;Sheer;37;29-38;Female;One-Piece Pants Inside;Thin;0.1340782122905028;Y;Autumn;0.22115384615384617
31C999905_2;Black;Sheer;37;29-38;Female;One-Piece Pants Inside;Thin;0.1340782122905028;Y;Autumn;0.11011166253101737
31C999906_2;Black;Sheer;33;18-28;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.22053349875930522
31C999907_2;Black;Sheer;33;18-28;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.22208436724565758
31C999909_2;Black;Sheer;33;29-38;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.10732009925558313
31C999910_2;Natural;Sheer;38;29-38;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.10607940446650124
31C999911_2;Black;Sheer;33;29-38;Female;One Internal Pants;Thin;0.16201117318435754;$;Autumn;0.22146401985111663
31C999912_2;Black;Sheer;33;29-38;Female;One Internal Pants;Thin;0.16201117318435754;$;Autumn;0.11104218362282878
31C999913_2;Black;Sheer;38;29-38;Female;One-Piece Pants Inside;Thin;0.10614525139664806;$;Autumn;0.1783498759305211
31C999914_2;Black;Sheer;37;29-38;Female;One Internal Pants;Thin;0.16201117318435754;$;Autumn;0.1098014888337469
325000105_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0;Y;Autumn;0.0006203473945409429
325000107_2;Other;No Size;9;29-38;Female;Socks;Invisible Socks;0.025139664804469275;Y;Summer;0.00031017369727047146
325000108_2;Other;No Size;9;29-38;Female;Socks;Stealth Socks;0.0223463687150838;$;Summer;0.001861042183622829
325000203_2;Other;No Size;1;7-9;Boys;Socks;Stockings;0.002793296089385475;Y;Autumn;0.0006203473945409429
325000206_2;Other;No Size;1;29-38;Female;Socks;Tube Socks;0.0111731843575419;Y;Spring;0.0
325000302_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.005586592178770949;Y;Autumn;0.0
325000306_2;Other;No Size;10;29-38;Female;Socks;Boat Socks;0.0223463687150838;Y;Summer;0.0006203473945409429
325000400_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.001861042183622829
325000500_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0006203473945409429
325000505_2;Other;No Size;1;29-38;Female;Socks;Tube Socks;0.025139664804469275;Y;Spring;0.0
325000600_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.00031017369727047146
325000700_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0009305210918114144
325000900_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325001100_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0009305210918114144
325001200_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.00031017369727047146
325001205_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325001300_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.00031017369727047146
325001400_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0024813895781637717
325001500_2;Other;No Size;1;29-38;Men;Socks;Tube Socks;0.025139664804469275;Y;Autumn;0.00031017369727047146
325001505_2;Other;No Size;42;29-38;Female;Boots;Discontinued;0.08100558659217878;$;Winter;0.0
325001600_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.023743016759776536;Y;Autumn;0.0
325001700_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.003101736972704715
325002099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.002793296089385475;Y;Autumn;0.0006203473945409429
325002103_2;Other;No Size;12;29-38;Female;Socks;Invisible Socks;0.025139664804469275;Y;Spring;0.0
325002200_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.030726256983240222;Y;Autumn;0.0
325002300_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.030726256983240222;Y;Autumn;0.0015508684863523572
325002500_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.033519553072625705;$;Autumn;0.0009305210918114144
325002504_2;Other;No Size;17;29-38;Female;Socks;Tube Socks;0.0111731843575419;Y;Spring;0.0009305210918114144
325002600_2;Other;No Size;1;29-38;Men;Socks;Tube Socks;0.025139664804469275;Y;Autumn;0.004032258064516129
325002700_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.025139664804469275;$;Autumn;0.00031017369727047146
325003000_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325003102_2;Other;No Size;1;7-9;Boys;Socks;Stockings;0.0223463687150838;Y;Autumn;0.00031017369727047146
325003105_2;Other;No Size;43;29-38;Men;Socks;Stockings;0.025139664804469275;$;Winter;0.0009305210918114144
325003200_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.00031017369727047146
325003300_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.04189944134078213;Y;Winter;0.00031017369727047146
325003600_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.04189944134078213;Y;Winter;0.00031017369727047146
325003606_2;Other;No Size;39;29-38;Female;Socks;Stockings;0.006983240223463687;$;Autumn;0.0006203473945409429
325003700_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.033519553072625705;$;Winter;0.00031017369727047146
325003800_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.04189944134078213;Y;Winter;0.00031017369727047146
325003900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.02094972067039106;Y;Autumn;0.0
325004000_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.019553072625698324;Y;Autumn;0.0
325004100_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;$;Autumn;0.0
325004200_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.02094972067039106;Y;Autumn;0.00031017369727047146
325004203_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.012569832402234637;Y;Autumn;0.0
325004400_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;$;Autumn;0.00031017369727047146
325004500_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.02094972067039106;Y;Autumn;0.0009305210918114144
325004600_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;$;Autumn;0.0
325004900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325004903_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.039106145251396655;$;Winter;0.00031017369727047146
325005000_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0006203473945409429
325005099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0111731843575419;$;Autumn;0.0
325005100_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.00031017369727047146
325005300_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0015508684863523572
325005600_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0006203473945409429
325005700_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.039106145251396655;$;Winter;0.00031017369727047146
325006099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.013966480446927373;Y;Autumn;0.006513647642679901
325006303_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.030726256983240222;Y;Autumn;0.00031017369727047146
325006500_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.030726256983240222;Y;Winter;0.00031017369727047146
325006604_2;Other;No Size;9;29-38;Female;Socks;Invisible Socks;0.025139664804469275;Y;Summer;0.0015508684863523572
325006703_2;Other;No Size;9;29-38;Female;Socks;Invisible Socks;0.025139664804469275;Y;Summer;0.0012406947890818859
325006803_2;Other;No Size;10;29-38;Female;Socks;Invisible Socks;0.030726256983240222;Y;Summer;0.00031017369727047146
325007099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.01675977653631285;$;Autumn;0.003101736972704715
325007500_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.033519553072625705;$;Winter;0.0
325007600_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.033519553072625705;$;Winter;0.00031017369727047146
325007703_2;Other;No Size;9;29-38;Female;Socks;Stealth Socks;0.0223463687150838;$;Summer;0.0021712158808933004
325008000_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.00031017369727047146
325008099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.019553072625698324;Y;Autumn;0.0006203473945409429
325008100_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.033519553072625705;$;Winter;0.0
325008300_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.0
325008500_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.039106145251396655;$;Winter;0.0006203473945409429
325008599_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.02094972067039106;Y;Autumn;0.0009305210918114144
325008600_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.033519553072625705;$;Winter;0.0
325008800_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.019553072625698324;Y;Autumn;0.0006203473945409429
325008900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;$;Autumn;0.0009305210918114144
325009003_2;Other;No Size;1;29-38;Female;Socks;Short Stockings;0.025139664804469275;Y;Spring;0.0015508684863523572
325009099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325009302_2;Other;No Size;12;29-38;Female;Socks;Stealth Socks;0.0223463687150838;$;Summer;0.0
325009800_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;$;Autumn;0.00031017369727047146
325009900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325010004_2;Other;No Size;21;29-38;Female;Socks;Stockings;0.0013966480446927373;Y;Spring;0.0
325010005_2;Other;No Size;23;29-38;Men;Socks;Boat Socks;0.002793296089385475;Y;Summer;0.0009305210918114144
325010099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.025139664804469275;$;Autumn;0.00031017369727047146
325010203_2;Other;No Size;9;29-38;Female;Socks;Invisible Socks;0.025139664804469275;Y;Summer;0.0009305210918114144
325010500_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.019553072625698324;Y;Winter;0.0
325010504_2;Other;No Size;20;29-38;Men;Socks;Tube Socks;0.039106145251396655;$;Spring;0.0
325010600_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.015363128491620113;Y;Autumn;0.0
325010903_2;Other;No Size;39;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0006203473945409429
325011105_2;Other;No Size;32;7-9;Boys;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325011403_2;Other;No Size;2;29-38;Female;Socks;Stockings;0.030726256983240222;Y;Spring;0.00031017369727047146
325012002_2;Other;No Size;1;7-9;Boys;Socks;Stockings;0.0111731843575419;$;Autumn;0.0
325012099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.030726256983240222;Y;Autumn;0.0009305210918114144
325012500_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.02094972067039106;Y;Autumn;0.0009305210918114144
325012800_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.013966480446927373;Y;Spring;0.0
325012900_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.012569832402234637;Y;Spring;0.0006203473945409429
325012902_2;Other;No Size;3;29-38;Female;Socks;Stockings;0.02793296089385475;Y;Spring;0.0
325013099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.033519553072625705;$;Autumn;0.004032258064516129
325013400_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.018156424581005588;Y;Spring;0.0006203473945409429
325013503_2;Other;No Size;36;29-38;Men;Socks;Stockings;0.006983240223463687;Y;Autumn;0.0
325013600_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.013966480446927373;Y;Spring;0.00031017369727047146
325013603_2;Other;No Size;36;29-38;Female;Socks;Stockings;0.006983240223463687;Y;Autumn;0.0006203473945409429
325013805_2;Other;No Size;43;29-38;Men;Socks;Stockings;0.039106145251396655;$;Winter;0.0
325014400_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.02094972067039106;Y;Winter;0.0
325014500_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.02094972067039106;Y;Winter;0.0
325015099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.039106145251396655;$;Autumn;0.0015508684863523572
325015204_2;Other;No Size;32;7-9;Boys;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325015300_2;Other;No Size;1;29-38;Men;Socks;Wool Socks;0.015363128491620113;Y;Winter;0.0
325015700_2;Other;No Size;1;29-38;Female;Socks;Wool Socks;0.015363128491620113;Y;Winter;0.0
325015903_2;Other;No Size;13;29-38;Female;Socks;Stockings;0.01675977653631285;Y;Spring;0.0021712158808933004
325016001_2;Other;No Size;14;29-38;Men;Socks;Tube Socks;0.0;Y;Spring;0.00031017369727047146
325016003_2;Other;No Size;18;29-38;Female;Socks;Stockings;0.006983240223463687;Y;Spring;0.00031017369727047146
325016004_2;Other;No Size;19;29-38;Female;Socks;Tube Socks;0.0111731843575419;Y;Spring;0.0
325016101_2;Other;No Size;10;29-38;Female;Socks;Stockings;0.0223463687150838;Y;Spring;0.00031017369727047146
325016102_2;Other;No Size;32;7-9;Boys;Socks;Stockings;0.0223463687150838;Y;Autumn;0.0
325016200_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0111731843575419;$;Winter;0.002791563275434243
325016300_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0111731843575419;$;Winter;0.002791563275434243
325016400_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;$;Winter;0.00031017369727047146
325016600_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.006983240223463687;Y;Winter;0.0
325016800_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;$;Winter;0.002791563275434243
325016900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;$;Winter;0.003101736972704715
325017100_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;$;Winter;0.005272952853598014
325017200_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;$;Winter;0.0015508684863523572
325017900_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.004189944134078213;Y;Autumn;0.0009305210918114144
325018000_2;Other;No Size;6;29-38;Female;Socks;Short Stockings;0.0223463687150838;Y;Spring;0.06606699751861042
325018200_2;Other;No Size;6;29-38;Female;Socks;Short Stockings;0.0223463687150838;Y;Spring;0.09615384615384615
325018300_2;Other;No Size;6;29-38;Female;Socks;Short Stockings;0.0223463687150838;Y;Spring;0.020471464019851116
325018400_2;Other;No Size;1;29-38;Female;Socks;Short Stockings;0.0223463687150838;Y;Spring;0.020471464019851116
325018501_2;Other;No Size;14;7-9;Girls;Socks;Stockings;0.005586592178770949;Y;Spring;0.001861042183622829
325018600_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;Y;Spring;0.002791563275434243
325018700_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;Y;Spring;0.014267990074441688
325018800_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;Y;Spring;0.001861042183622829
325018900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.01675977653631285;Y;Spring;0.0037220843672456576
325019400_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.0111731843575419;Y;Spring;0.0
325019500_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.0111731843575419;Y;Spring;0.019851116625310174
325019800_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.013966480446927373;Y;Spring;0.0
325020001_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.0111731843575419;$;Autumn;0.00031017369727047146
325020600_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.013966480446927373;Y;Spring;0.0
325020900_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.019553072625698324;Y;Spring;0.015818858560794045
325021200_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.019553072625698324;Y;Spring;0.0012406947890818859
325021301_2;Other;No Size;1;7-9;Boys;Socks;Stockings;0.019553072625698324;Y;Autumn;0.0
325022200_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.019553072625698324;Y;Spring;0.00031017369727047146
325022400_2;Other;No Size;1;29-38;Men;Socks;Boat Socks;0.019553072625698324;Y;Spring;0.003411910669975186
325023002_2;Other;No Size;1;7-9;Boys;Socks;Stockings;0.018156424581005588;$;Autumn;0.00031017369727047146
325023500_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.013966480446927373;Y;Autumn;0.00031017369727047146
325023900_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.013966480446927373;Y;Autumn;0.0
325024001_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.006983240223463687;Y;Spring;0.0
325024200_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.019553072625698324;Y;Autumn;0.0
325024600_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.019553072625698324;Y;Autumn;0.0
325024900_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.013966480446927373;Y;Autumn;0.0006203473945409429
325025000_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;Y;Spring;0.0
325025005_2;Other;No Size;17;29-38;Men;Socks;Tube Socks;0.0111731843575419;Y;Spring;0.0037220843672456576
325025099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0670391061452514;$;Autumn;0.0
325025100_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.0111731843575419;$;Winter;0.0
325026003_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.006983240223463687;Y;Spring;0.0
325026099_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.06983240223463688;Y;Autumn;0.00031017369727047146
325026100_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0006203473945409429
325026700_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0006203473945409429
325026800_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0009305210918114144
325026900_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.004032258064516129
325027000_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0024813895781637717
325027100_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0012406947890818859
325027200_2;Other;No Size;1;29-38;Female;Socks;Stealth Socks;0.0111731843575419;$;Autumn;0.0012406947890818859
325027600_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Summer;0.0021712158808933004
325027700_2;Other;No Size;1;29-38;Female;Socks;Stealth Socks;0.0111731843575419;$;Autumn;0.0006203473945409429
325027800_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Summer;0.0021712158808933004
325027900_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0009305210918114144
325028000_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Spring;0.005583126550868486
325028001_2;Other;No Size;1;29-38;Female;Socks;Boat Socks;0.0111731843575419;Y;Spring;0.0
325028003_2;Other;No Size;17;29-38;Female;Socks;Stealth Socks;0.0111731843575419;$;Summer;0.0
325028004_2;Other;No Size;1;29-38;Female;Socks;Stealth Socks;0.005586592178770949;Y;Summer;0.001861042183622829
325028005_2;Other;No Size;1;29-38;Female;Socks;Stealth Socks;0.005586592178770949;Y;Summer;0.001861042183622829
325028100_2;Other;No Size;1;29-38;Female;Socks;Stealth Socks;0.0111731843575419;$;Autumn;0.0037220843672456576
325028200_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.0012406947890818859
325028400_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Autumn;0.006203473945409429
325028500_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.006983240223463687;Y;Summer;0.002791563275434243
325028700_2;Other;No Size;1;29-38;Female;Socks;Invisible Socks;0.030726256983240222;Y;Autumn;0.005272952853598014
325028800_2;Other;No Size;1;29-38;Men;Socks;Tube Socks;0.039106145251396655;$;Autumn;0.007444168734491315
325028900_2;Other;No Size;1;29-38;Men;Socks;Tube Socks;0.039106145251396655;$;Autumn;0.0012406947890818859
325029001_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.006983240223463687;Y;Spring;0.0012406947890818859
325029100_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.025139664804469275;$;Autumn;0.004032258064516129
325029200_2;Other;No Size;1;29-38;Men;Socks;Stockings;0.025139664804469275;$;Autumn;0.002791563275434243
325029500_2;Other;No Size;1;29-38;Female;Socks;Stockings;0.019553072625698324;Y;Autumn;0.01054590570719603
