;Product;Cluster;Centroid
0;3250001080000;22;('3330104005603',)
1;3250066040000;26;('3251252000000',)
2;3250067030000;20;('3320234000203',)
3;3250068030000;26;('3251252000000',)
4;3250077030000;22;('3330104005603',)
5;3250276000000;8;('3330085003803',)
6;3250278000000;24;('3250995000000',)
7;3250280049000;10;('3250609000000',)
8;3250280059000;38;('3286144029000',)
9;3250285000000;33;('3253875009000',)
10;3250300089000;14;('3280066000000',)
11;3250320080000;18;('3330097000203',)
12;3250500110000;23;('3250994000000',)
13;3250509108500;15;('3330095005603',)
14;3250540059000;22;('3330104005603',)
15;3250595000000;14;('3280066000000',)
16;3250601000000;17;('3250784000000',)
17;3250605000000;7;('3280015000000',)
18;3250606000000;9;('3250606000000',)
19;3250609000000;10;('3250609000000',)
20;3250610000000;22;('3330104005603',)
21;3250638000000;22;('3330104005603',)
22;3250639000000;26;('3251252000000',)
23;3250642000000;22;('3330104005603',)
24;3250646000000;25;('3253711009000',)
25;3250647000000;10;('3250609000000',)
26;3250647010000;22;('3330104005603',)
27;3250648000000;18;('3330097000203',)
28;3250648010000;33;('3253875009000',)
29;3250649000000;34;('3253877009000',)
30;3250688000000;26;('3251252000000',)
31;3250718000000;18;('3330097000203',)
32;3250719000000;27;('3251259000000',)
33;3250731000000;10;('3250609000000',)
34;3250732000000;9;('3250606000000',)
35;3250757000000;33;('3253875009000',)
36;3250764000000;34;('3253877009000',)
37;3250769000000;15;('3330095005603',)
38;3250773000000;27;('3251259000000',)
39;3250774000000;16;('3290033005605',)
40;3250775000000;23;('3250994000000',)
41;3250776000000;19;('3280102000000',)
42;3250777000000;25;('3253711009000',)
43;3250778000000;5;('3289564159008',)
44;3250779000000;10;('3250609000000',)
45;3250780000000;30;('3330026000000',)
46;3250782000000;35;('3320001000000',)
47;3250784000000;17;('3250784000000',)
48;3250785000000;26;('3251252000000',)
49;3250828000000;35;('3320001000000',)
50;3250831000000;33;('3253875009000',)
51;3250832000000;24;('3250995000000',)
52;3250834000000;34;('3253877009000',)
53;3250836000000;11;('3320082000000',)
54;3250879000000;24;('3250995000000',)
55;3250879010000;35;('3320001000000',)
56;3250895000000;35;('3320001000000',)
57;3250895010000;5;('3289564159008',)
58;3250895020000;20;('3320234000203',)
59;3250897020000;26;('3251252000000',)
60;3250898010000;22;('3330104005603',)
61;3250898020000;22;('3330104005603',)
62;3250900140000;22;('3330104005603',)
63;3250901000000;2;('3320043000000',)
64;3250901010000;35;('3320001000000',)
65;3250901020000;22;('3330104005603',)
66;3250994000000;23;('3250994000000',)
67;3250995000000;24;('3250995000000',)
68;3250996000000;5;('3289564159008',)
69;3250998000000;23;('3250994000000',)
70;3251201040000;2;('3320043000000',)
71;3251252000000;26;('3251252000000',)
72;3251259000000;27;('3251259000000',)
73;3251278000000;26;('3251252000000',)
74;3251279000000;35;('3320001000000',)
