Product;Cluster;Centroid
345022700_2;1;331995271_2
345022800_2;1;331995271_2
345022900_2;1;331995271_2
345023100_2;1;331995271_2
345023200_2;7;331051800_2
345023700_2;1;331995271_2
345023800_2;7;331051800_2
345023900_2;7;331051800_2
345024100_2;1;331995271_2
345024500_2;1;331995271_2
345024600_2;1;331995271_2
345024700_2;1;331995271_2
345024900_2;1;331995271_2
345025000_2;1;331995271_2
345025100_2;1;331995271_2
345025200_2;7;331051800_2
345026800_2;7;331051800_2
347000400_2;7;331051800_2
347000500_2;7;331051800_2
347000600_2;1;331995271_2
347000700_2;7;331051800_2
348000100_2;12;331023400_2
349000100_2;1;331995271_2
349000200_2;7;331051800_2
349000300_2;11;337015200_2
349000400_2;1;331995271_2
349002500_2;2;331039400_2
349002600_2;2;331039400_2
34B000000_2;4;332037600_2
34B850404_2;12;331023400_2
352000000_2;9;335025700_2
352000100_2;5;335023000_2
363000000_2;1;331995271_2
363002100_2;11;337015200_2
363002200_2;1;331995271_2
36D002300_2;10;331031700_2
36D002400_2;11;337015200_2
36D002500_2;1;331995271_2
36D002600_2;11;337015200_2
36D002700_2;11;337015200_2
36D002800_2;8;331995287_2
36D002900_2;11;337015200_2
36D003000_2;11;337015200_2
36D003100_2;1;331995271_2
36D291701_2;11;337015200_2
36D291702_2;1;331995271_2
36D291703_2;1;331995271_2
36D291704_2;11;337015200_2
36D291705_2;1;331995271_2
36D291706_2;1;331995271_2
36D291707_2;1;331995271_2
36D291708_2;1;331995271_2
36D291709_2;1;331995271_2
36D291710_2;1;331995271_2
36D291711_2;1;331995271_2
36D291712_2;1;331995271_2
36D291714_2;7;331051800_2
36D291715_2;7;331051800_2
36D291716_2;1;331995271_2
39D997832_2;10;331031700_2
39D997833_2;10;331031700_2
39D997834_2;2;331039400_2
39D997835_2;10;331031700_2
39D997836_2;10;331031700_2
39D997837_2;10;331031700_2
