;Product;Cluster;Centroid
0;337766600_2;10;('335023000_2',)
1;36D291711_2;7;('331053100_2',)
2;330799401_2;10;('335023000_2',)
3;328956465_2;7;('331053100_2',)
4;339024700_2;2;('328030900_2',)
5;330018400_2;5;('331026700_2',)
6;331025400_2;5;('331026700_2',)
7;335014700_2;10;('335023000_2',)
8;331032100_2;5;('331026700_2',)
9;327028400_2;2;('328030900_2',)
10;335004901_2;2;('328030900_2',)
11;349002600_2;5;('331026700_2',)
12;326004000_2;8;('336006700_2',)
13;335015200_2;3;('335030700_2',)
14;331052200_2;8;('336006700_2',)
15;345012400_2;4;('331023400_2',)
16;333931547_2;2;('328030900_2',)
17;331057400_2;9;('335970876_2',)
18;344088200_2;2;('328030900_2',)
19;330020700_2;5;('331026700_2',)
20;331021100_2;4;('331023400_2',)
21;345019200_2;2;('328030900_2',)
22;337882600_2;1;('337994913_2',)
23;325147300_2;2;('328030900_2',)
24;335022601_2;4;('331023400_2',)
25;330753700_2;4;('331023400_2',)
26;335008900_2;10;('335023000_2',)
27;345019800_2;2;('328030900_2',)
28;335055500_2;9;('335970876_2',)
29;36D291704_2;2;('328030900_2',)
30;335054900_2;9;('335970876_2',)
31;335057500_2;9;('335970876_2',)
32;331018000_2;4;('331023400_2',)
33;335026200_2;4;('331023400_2',)
34;345021000_2;2;('328030900_2',)
35;335057000_2;7;('331053100_2',)
36;32B997319_2;7;('331053100_2',)
37;331039500_2;10;('335023000_2',)
38;325147900_2;10;('335023000_2',)
39;335055000_2;7;('331053100_2',)
40;335055600_2;9;('335970876_2',)
41;331021300_2;4;('331023400_2',)
42;330018100_2;4;('331023400_2',)
43;325561200_2;8;('336006700_2',)
44;325221800_2;3;('335030700_2',)
45;325146700_2;4;('331023400_2',)
46;345010700_2;10;('335023000_2',)
47;325711700_2;4;('331023400_2',)
48;32B997327_2;8;('336006700_2',)
49;32A785322_2;4;('331023400_2',)
50;31C999902_2;6;('31C999902_2',)
51;336011600_2;4;('331023400_2',)
52;335040501_2;4;('331023400_2',)
53;338013800_2;2;('328030900_2',)
54;331058700_2;2;('328030900_2',)
55;337850112_2;1;('337994913_2',)
56;338019900_2;2;('328030900_2',)
57;335970868_2;7;('331053100_2',)
58;325177500_2;4;('331023400_2',)
59;335970843_2;7;('331053100_2',)
60;331051700_2;9;('335970876_2',)
61;336014100_2;3;('335030700_2',)
62;337830504_2;1;('337994913_2',)
63;335062500_2;4;('331023400_2',)
