;Product;Cluster;Centroid
0;GBA001BND060FS;2;GBA001BND060FS
1;GBA001BND060SS;5;GBA001BND060SS
2;GBA001BND160FS;7;GBA001BND160FS
3;GBA001BND250FS;8;GBA001BND250FS
4;GBA001BNR250FS;8;GBA001BNR250FS
5;GBA001CAR125FS;6;GBA001CAR125FS
6;GBA001CAR200FS;6;GBA001CAR200FS
7;GBA001CQT060SS;6;GBA001CQT060SS
8;GBA001CQT125FS;2;GBA001CQT125FS
9;GBA001DLZ080FS;2;GBA001DLZ080FS
10;GBA001FTG100FS;6;GBA001FTG100FS
11;GBA001JLG100FS;5;GBA001JLG100FS
12;GBA001JLG200FS;3;GBA001JLG200FS
13;GBA001NEU250FS;2;GBA001NEU250FS
14;GBA001NTA125FS;5;GBA001NTA125FS
15;GBA001NTA200FS;2;GBA001NTA200FS
16;GBA001PAM070FP;2;GBA001PAM070FP
17;GBA001PAM200FS;5;GBA001PAM200FS
18;GBA001PQC070FS;5;GBA001PQC070FS
19;GBA001PQC125FS;2;GBA001PQC125FS
20;GBA001RTB150FP;2;GBA001RTB150FP
21;GBA001SGM100FS;2;GBA001SGM100FS
22;GBA001SLX080FS;5;GBA001SLX080FS
23;GBA001SPV090FP;7;GBA001SPV090FP
24;GBA001SPV200FS;1;GBA001SPV200FS
25;GBA003CQT100FS;7;GBA003CQT100FS
26;GBA003ESB100FS;10;GBA003ESB100FS
27;GBA003PAM125FS;6;GBA003PAM125FS
28;GBA005BND080FS;1;GBA005BND080FS
29;GBE001FTG400FS;11;GBE001FTG400FS
30;GBE001PQC500FS;11;GBE001PQC500FS
31;GBE004CQT400FS;11;GBE004CQT400FS
32;GBF006BND125FR;10;GBF006BND125FR
33;GBF039BND125FR;10;GBF039BND125FR
34;GBF042BND120FR;2;GBF042BND120FR
35;GBF043BND115FR;2;GBF043BND115FR
36;GBF046BND115FR;2;GBF046BND115FR
37;GBF047BND115FR;2;GBF047BND115FR
38;GCE003BNR2K5FS;2;GCE003BNR2K5FS
39;GCE003BNR5K0FS;6;GCE003BNR5K0FS
40;GCH002BNR2K0FS;11;GCH002BNR2K0FS
41;GCH004ESB200FS;2;GCH004ESB200FS
42;GCH006BNR1K2FS;5;GCH006BNR1K2FS
43;GCH006BRN200FS;6;GCH006BRN200FS
44;GCH006CAR250FP;7;GCH006CAR250FP
45;GCH006CQT200FS;5;GCH006CQT200FS
46;GCH006DCO200FS;5;GCH006DCO200FS
47;GCH006DLZ200FS;5;GCH006DLZ200FS
48;GCH006JLG200FP;2;GCH006JLG200FP
49;GCH006NEU200FS;5;GCH006NEU200FS
50;GCH006PQC200FS;5;GCH006PQC200FS
51;GCH006RTB200FP;5;GCH006RTB200FP
52;GCH006SLX200FS;6;GCH006SLX200FS
53;GCH006VLR200FS;7;GCH006VLR200FS
54;GCO002BND060SS;5;GCO002BND060SS
55;GCO002BND080FS;5;GCO002BND080FS
56;GCO002BND100FS;6;GCO002BND100FS
57;GCO002BND160FS;2;GCO002BND160FS
58;GCO002BND250FS;1;GCO002BND250FS
59;GCO002BNG080FS;10;GCO002BNG080FS
60;GCO002BNR250FS;6;GCO002BNR250FS
61;GCO002BRN100FP;6;GCO002BRN100FP
62;GCO002CAE090FS;5;GCO002CAE090FS
63;GCO002CQT060SS;5;GCO002CQT060SS
64;GCO002CQT125FS;5;GCO002CQT125FS
65;GCO002DCO100FS;5;GCO002DCO100FS
66;GCO002DLZ080FS;5;GCO002DLZ080FS
