;Product;Cluster;Centroid
0;GBA001BND060FS;3;('GLI002PQC200FS',)
1;GBA001BND060SS;4;('GCO002PAM200FS',)
2;GBA001BND160FS;11;('GWP002BNG080FS',)
3;GBA001BND250FS;6;('GLO002NEU250FS',)
4;GBA001BNR250FS;6;('GLO002NEU250FS',)
5;GBA001CAR125FS;2;('GWP015BND080FS',)
6;GBA001CAR200FS;2;('GWP015BND080FS',)
7;GBA001CQT060SS;2;('GWP015BND080FS',)
8;GBA001CQT125FS;5;('GCH006CQT200FS',)
9;GBA001DLZ080FS;4;('GCO002PAM200FS',)
10;GBA001FTG100FS;10;('GWM008CQT150FS',)
11;GBA001JLG100FS;5;('GCH006CQT200FS',)
12;GBA001JLG200FS;3;('GLI002PQC200FS',)
13;GBA001NEU250FS;5;('GCH006CQT200FS',)
14;GBA001NTA125FS;5;('GCH006CQT200FS',)
15;GBA001NTA200FS;7;('GTC001MCD500BQ',)
16;GBA001PAM070FP;5;('GCH006CQT200FS',)
17;GBA001PAM200FS;5;('GCH006CQT200FS',)
18;GBA001PQC070FS;5;('GCH006CQT200FS',)
19;GBA001PQC125FS;4;('GCO002PAM200FS',)
20;GBA001RTB150FP;3;('GLI002PQC200FS',)
21;GBA001SGM100FS;1;('GWJ016ESB125FS',)
22;GBA001SLX080FS;5;('GCH006CQT200FS',)
23;GBA001SPV090FP;11;('GWP002BNG080FS',)
24;GBA001SPV200FS;4;('GCO002PAM200FS',)
25;GBA003CQT100FS;11;('GWP002BNG080FS',)
26;GBA003ESB100FS;11;('GWP002BNG080FS',)
27;GBA003PAM125FS;2;('GWP015BND080FS',)
28;GBA005BND080FS;4;('GCO002PAM200FS',)
29;GBE001FTG400FS;11;('GWP002BNG080FS',)
30;GBE001PQC500FS;8;('GKP002BNR1K0FS',)
31;GBE004CQT400FS;11;('GWP002BNG080FS',)
32;GBF006BND125FR;11;('GWP002BNG080FS',)
33;GBF039BND125FR;11;('GWP002BNG080FS',)
34;GBF042BND120FR;3;('GLI002PQC200FS',)
35;GBF043BND115FR;5;('GCH006CQT200FS',)
36;GBF046BND115FR;3;('GLI002PQC200FS',)
37;GBF047BND115FR;3;('GLI002PQC200FS',)
38;GCE003BNR2K5FS;5;('GCH006CQT200FS',)
39;GCE003BNR5K0FS;2;('GWP015BND080FS',)
40;GCH002BNR2K0FS;11;('GWP002BNG080FS',)
41;GCH004ESB200FS;3;('GLI002PQC200FS',)
42;GCH006BNR1K2FS;4;('GCO002PAM200FS',)
43;GCH006BRN200FS;2;('GWP015BND080FS',)
44;GCH006CAR250FP;11;('GWP002BNG080FS',)
45;GCH006CQT200FS;5;('GCH006CQT200FS',)
46;GCH006DCO200FS;5;('GCH006CQT200FS',)
47;GCH006DLZ200FS;9;('GYB005NEU080FM',)
48;GCH006JLG200FP;5;('GCH006CQT200FS',)
49;GCH006NEU200FS;9;('GYB005NEU080FM',)
50;GCH006PQC200FS;5;('GCH006CQT200FS',)
51;GCH006RTB200FP;5;('GCH006CQT200FS',)
52;GCH006SLX200FS;2;('GWP015BND080FS',)
53;GCH006VLR200FS;11;('GWP002BNG080FS',)
54;GCO002BND060SS;9;('GYB005NEU080FM',)
55;GCO002BND080FS;5;('GCH006CQT200FS',)
56;GCO002BND100FS;2;('GWP015BND080FS',)
